ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
7401413,15/10/2025 8:55,4.14,7,7,C,5,"<p>For the following code entering through visual studio:</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;<br />#include &lt;string.h&gt;</p><p>int Find_Last_Uppcase(char * array) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;int length = strlen(array)-1;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;for (int i = length; i &gt;= 0;i--) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if (array[i] &lt;= 'Z' &amp;&amp; array[i] &gt;= 'A') {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;return array[i];<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />}</p><p>&nbsp;</p><p>int main(void) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;char word[100] = ""I am DOOMED @ 131 c Test."";<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;char character = Find_Last_Uppcase(word);<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""%s"",character);<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;return 0;<br />}</p><p>&nbsp;</p><p>what would be the output once this code is run (if any) ?</p>",<p>I am DOOMED @ 131 c Test.</p>,<p>T</p>,<p>Error: no output</p>,<p>I</p>,<p>Syntax error.</p>,"<p>The correct answer is C, where we get no output. This is because in the main function, where we used printf: we are expected to print an output that is a character, not a string, so it is not appropriate to use %s. To make this function work, we ought to use %c to print the desired output.</p>","input type, Error Checking, For loops, Strings, printf function"
7401422,15/10/2025 8:56,0,1,0,D,5,"<p><strong>What is the output of the code below?</strong></p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void)</p><p>{</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; int a = 15;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; int b = 24;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""Value = %d %d %d %d %d \n"", (a+b), (a/b), (b/a), (a%b), (b%a));</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; return 0;</p><p>}</p><p>&nbsp;</p>",<p>Value = 39 1 1 15 9</p>,<p>Value = 39 0 1 9 15</p>,<p>Value = 39 0 1 0 15</p>,<p>Value = 39 0 1 15 9</p>,<p>Value = 39 1 2 9 15</p>,<p>The output of the program is&nbsp;<strong>D)&nbsp;Value = 39 0 1 15 9</strong></p><p>This is because:</p><p>1. a + b = 15 + 24 = 39</p><p>2. a / b = 15 / 24 = 0 (integer division truncates the result)</p><p>3. b / a = 24 / 15 = 1 (integer division truncates the result)</p><p>4. a % b = 15 % 24 = 15 (remainder when dividing 15 by 24)</p><p>5. b % a = 24 % 15 = 9 (remainder when dividing 24 by 15)</p><p>&nbsp;</p><p>&nbsp;</p><p>Option A: results from incorrect result from integer division where you rounded up</p><p>Option B: results from wrong order for modulus values (did 24 / 15 first)</p><p>Option C: results from taking quotient from division instead of remainder for the modulus&nbsp;</p><p>Option D:&nbsp;<strong>Correct Answer</strong></p><p>Option E: results from incorrect integer division for both values and wrong order for modulus values</p><p>&nbsp;</p>,-
7401444,15/10/2025 9:09,3.5,3,2,E,5,"<p><span style=""font-family: arial, helvetica, sans-serif;"">Consider the following code and determine the output:</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: courier new, courier, monospace;"">int main()</span><br /><span style=""font-family: courier new, courier, monospace;"">{</span><br /><span style=""font-family: courier new, courier, monospace;"">int arr[2]={7,2};</span><br /><span style=""font-family: courier new, courier, monospace;"">for (int i=4;i&gt;0;i--) {</span><br /><span style=""font-family: courier new, courier, monospace;"">if ((i%2) == 1) {</span><br /><span style=""font-family: courier new, courier, monospace;"">arr[i%2] = i-arr[1];</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span><br /><span style=""font-family: courier new, courier, monospace;"">printf(""%d, %d"", arr[1], arr[0]);</span><br /><span style=""font-family: courier new, courier, monospace;"">return 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p>","<p>7, 1</p>","<p>7, 0</p>",<p>No output (Error / Infinite loop)</p>,"<p>1, 7</p>","<p>0, 7</p>","<p>Following the code: From 4 to 0, the only time the ""if"" statement activates is at 3 and 1. the ""arr[1%2]"" statement, therefore, only points toward index 1.</p><p>&nbsp;</p><p>The question basically becomes: 3-arr[1], and then 1-arr[1].</p><p>&nbsp;</p><p>**Don't forget that arr[1] changes while in this loop, from 2, to 1, and then 0.</p><p>&nbsp;</p><p>Further, the output is printed backward.</p>","Arithmetic, Arrays, Loops, Conditional logic, Modulus"
7401447,15/10/2025 9:12,3,2,2,A,5,"<p>What would be the Correct Output for the following&nbsp; c code ?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main() {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">for (i = 0; i &lt; 5; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">printf(""%d "", i);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span><br /><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>0 1 2 3 4</p>,<p>0 1 2 3 4 5</p>,<p>1 2 3 4</p>,<p>1 2 3 4 5</p>,<p>5 4 3 2 1</p>,"<p>The loop starts with<span style=""font-family: 'courier new', courier, monospace;""> i = 0</span> and runs while<span style=""font-family: 'courier new', courier, monospace;""> i &lt; 5.</span> This means the loop executes when<span style=""font-family: 'courier new', courier, monospace;""> i</span> is <span style=""font-family: 'courier new', courier, monospace;"">0, 1, 2, 3,</span> and <span style=""font-family: 'courier new', courier, monospace;"">4</span>. After each run, <span style=""font-family: 'courier new', courier, monospace;"">i</span> increases by <span style=""font-family: 'courier new', courier, monospace;"">1</span> because of the <span style=""font-family: 'courier new', courier, monospace;"">i++</span> statement. When <span style=""font-family: 'courier new', courier, monospace;"">i</span> becomes<span style=""font-family: 'courier new', courier, monospace;""> 5</span>, the condition <span style=""font-family: 'courier new', courier, monospace;"">i &lt; 5</span> is false, so the loop stops.&nbsp;</p><p>&nbsp;</p><p>Therefore the Program outputs:&nbsp;<span style=""font-family: 'courier new', courier, monospace;"">0 1 2 3 4&nbsp;</span></p>","Loops, output formatting, For loops, printf function, Incrementation"
7401452,15/10/2025 9:14,2.67,5,3,E,5,"<p>What will be displayed when the following code is run?</p><p>#include &lt;stdio.h&gt;</p><p>int main(void) {<br />printf(""Hello, World!\n"");<br />return 0<br />}</p>",<p>Hello World</p>,<p>Hello World!</p>,<p>0</p>,<p>void</p>,<p>error message</p>,<p>Line 4 has no semicolon so the code will not run.</p>,Error Checking
7401461,15/10/2025 9:18,4,1,1,C,4,"<p>Consider the following C code:<br /><br /></p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {<br />&nbsp; &nbsp; &nbsp;int arr[] = {2, 4, 6, 8, 10};<br />&nbsp; &nbsp; &nbsp;int sum = 0;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;for (int i = 0; i &lt; 5; i += 2) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; sum += arr[i];<br />&nbsp; &nbsp; &nbsp;}</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;printf(""%d\n"", sum);<br />&nbsp; &nbsp; &nbsp;return 0;<br />}</p><p>&nbsp;</p><p>What will the value be?</p>",<p>30</p>,<p>20</p>,<p>18</p>,<p>12</p>,,"<p>Since the for loop increase i by two each time, i = 0, 2 and 4</p><p>&nbsp;</p><p>The array is arr =&nbsp;{2, 4, 6, 8, 10}</p><p>&nbsp;</p><p>arr[0] = 2</p><p>arr[2] = 6</p><p>arr[4] = 10</p><p>&nbsp;</p><p>Adding it all together, it equals 18.</p><p>&nbsp;</p><p>sum = 2 + 6 + 10 = <strong>18</strong></p>","Arrays, For loops"
7401479,15/10/2025 9:28,4.67,5,3,D,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int x;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int y;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int a = 50;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int b = 40;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">x = (a == b) || (b+a &gt;= a);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">y = ((a / 2 &gt;= b )) &amp;&amp; (a * 3 &gt; b * 4);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""Result = %d %d"", x, y);</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp;</span></p>",<p>Result = 0 0</p>,<p>Result = 1 1</p>,<p>Result = 0 1</p>,<p>Result = 1 0</p>,<p>Result = 40 50</p>,"<p>1 and 0 is correct as the x is a or operator, meaning only one condition has to be true to display a logical 1, whereas y is a and operator meaning both have to be true, and the second part of y is not, meaning it outputs logical 0.</p>","easy, intergers with double, Order of operations, printf function"
7401491,15/10/2025 9:34,0,0,0,D,5,"<p>What is the output of this code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int ChangeVariables(int a, int *b)<br />{</p><p>&nbsp; &nbsp; if (*b &gt;4){<br />&nbsp; &nbsp; *b = *b - 1;<br />&nbsp; &nbsp; }</p><p>&nbsp; &nbsp; return a - *b;<br />}</p><p>&nbsp;</p><p>int main(void)<br />{<br />&nbsp; &nbsp; int a = 8;<br />&nbsp; &nbsp; int b = 5;<br />&nbsp; &nbsp; int c = 0;</p><p>&nbsp; &nbsp; int *d = &amp;a;</p><p>&nbsp;</p><p>&nbsp; &nbsp; *d = ChangeVariables(b, &amp;c);<br />&nbsp; &nbsp; printf(""Result: c = %d, b = %d, a = %d"", c, b, a);<br />}</p>","<p>Result: a = 6, b = 5, c = -1</p>","<p>Result: a = 5, b = 5, c = 0</p>","<p>Result: a = 8, b = 5, c = 0</p>","<p>Result: c = 0, b = 5, a = 5</p>","<p>Result: c = -1, b = 5, a = 6</p>","<p>'d' is a pointer to the variable a, so when the value stored in d is changed, it will change the value of a. In the ChangeVariables function, *b is initialised as a pointer to variable c which was initialised in the main function. Since the value of *b is not greater than four, it is not changed and therefore the value stored in c is not changed. The value stored in *d is then 5-0 = 5.</p>","Local and Main Functions, Conditional logic, pointers"
7401492,15/10/2025 9:35,3.33,4,3,D,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">What output is produced by the following code fragment?</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">int main(void)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">{</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp;int a = 4;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp;int b = 11;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp;printf(""Result = %d %d %d %d\n"", (a/b), (b/a), (a%b), (b%a));</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp;return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Result = 0 2 3 4</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Result = 0 3 7 3</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Result = 0 3 4 3</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Result = 0 2 4 3</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Result = 0 2 7 3</span></p>","<p>The values printed have been evaluated as type int, therefore the decimal values are dropped.</p>","Arithmetic, Variable Types"
7401496,15/10/2025 9:36,4.33,3,3,C,5,"<p>Consider the following code:</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) </span></p><p><span style=""font-family: 'courier new', courier, monospace;"">{</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int i, sum = 0;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">for (i = 1; i &lt;= 5; i++) {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">if (i % 2 != 0){</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">if (i == 5){</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">break;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span><br /><span style=""font-family: 'courier new', courier, monospace;"">sum += i;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}<br /></span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""%d\n"", sum);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">return 0;<br /></span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp;</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">What will be printed when the code is executed?</span></p>",<p>5</p>,<p>6</p>,<p>4</p>,<p>9</p>,<p>8</p>,<p>The loop loops i from 1 to 5 and only runs when i is odd.</p>,"easy, Loops, For loops"
7401500,15/10/2025 9:37,3,8,6,B,5,"<p>What is the output of the following code?</p><p>double a, b, c, e;</p><p>int d;</p><p>&nbsp;</p><p>a = 9.0</p><p>b = 2.0</p><p>c = 3.0</p><p>&nbsp;</p><p>d = a / b</p><p>e = d / c</p><p>&nbsp;</p><p>printf(""Result = %d %.1f"", d, e);</p><p>&nbsp;</p>",<p>Result = 4.5 1.3</p>,<p>Result = 4 1.3</p>,<p>Result = 4 1.0</p>,<p>Result = 4.0 1.0</p>,<p>Result = 4.0 1</p>,"<p>a and b are both doubles, so when they are divided they return 4.5. But because d is an integer, 4.5 becomes 4. When d and c are divided, d is a integer but c is a double, so d / c returns 1.333. And because e is a double it returns 1.3 when printf because %.1f.</p>","Arithmetic, easy, output formatting, Variable Types"
7401501,15/10/2025 9:37,4.75,6,4,A,5,"<p>what is the output for this code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;int list[] = {4, 6, 7, 10, 11, 8};<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;int size = 6;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;int lastNumber = -1;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;for (int i = 0; i &lt; size; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;int Number = 1;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;for (int j = 2; j &lt; list[i]; j++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if (list[i] % j == 0) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Number = 0;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; break;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if (list[i] &gt; 1 &amp;&amp; Number == 1) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; lastNumber = list[i];<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""%d"", lastNumber);<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;return 0;<br />}</p><p>&nbsp;</p>",<p>11</p>,<p>7</p>,<p>8</p>,<p>-1</p>,<p>ERROR</p>,<p>this function will go through the list of numbers. It checks whether the number is a prime number by seeing if the value can be divided with a number that isnt itself or one. Once it goes through the whole list it will print the last prime number which is 11</p>,"Arrays, For loops, printf function"
